,F_MAMH,F_MANH,F_SISO,F_TCPHONG
4715,GE3323,A30,900.0,
4716,MA3385,A30,900.0,
4717,MA3395,A30,900.0,
4718,ME3123,A30,900.0,
4719,ME3135,A30,900.0,
4720,ME3385,A30,900.0,
4721,TR3385,A30,900.0,
4722,EE3323,T30,900.0,
4723,ME3123,T30,900.0,
4724,ME3267,T30,900.0,
4725,EN3345,T01,-5.0,.
4726,IU2001,L01,10.0,
4727,IU2002,L01,10.0,
4728,CI3205,L01,10.0,.
4729,EE1010,DT02,30.0,XG
4730,EN4009,L01,10.0,
4731,EN2057,L01,10.0,
4732,218758,A01,60.0,
4733,EE5169,CH30,100.0,
4734,EE3401,TD01,10.0,
4735,EE2415,TD01,10.0,
4736,EE2416,TD01,10.0,
4737,EE2419,TD01,10.0,
4738,EE2420,TD01,10.0,
4739,EE2411,TD01,10.0,
4740,EE2412,TD01,10.0,
4741,CO3091,L02,,
4742,CO3101,CC02,,
4743,CO3101,L02,,
4744,CO3103,A02,,
4745,CO3103,L02,,
4746,CO3103,L03,,
4747,CO3103,L04,,
4748,CO3103,L05,,
4749,CI4131,DT01,40.0,QT
4750,ME4021,DTQ1,10.0,
4751,409303,T01,900.0,.
4752,TR7333,NS01,10.0,
4753,CO2003,TD01,10.0,
4754,CO2004,TD01,10.0,LR
4755,CO2007,TD01,10.0,
4756,CO2008,TD01,10.0,
4757,CI2139,DT01,20.0,QT
4758,CI2109,A30,500.0,
4759,CI2119,A30,500.0,
4760,CI4385,A30,500.0,
4761,CI4395,A30,500.0,
4762,EE4385,A30,500.0,
4763,MA4385,A30,500.0,
4764,MA4395,A30,500.0,
4765,TR4385,A30,500.0,
4766,ME4385,A30,500.0,
4767,EE2043,T01,10.0,
4768,CI5663,CH01,10.0,
4769,CI5657,CH01,10.0,
4770,CI5643,CH01,10.0,
4771,405700,T01,1.0,
4772,405750,T01,1.0,
4773,CO3107,A02,,
4774,CO3107,CC02,,
4775,CO3107,CC03,,
4776,CO3107,CC04,,
4777,CO3107,CC05,,
4778,CO3107,CC06,,
4779,CO3107,CC07,,
4780,CO3107,CC08,,
4781,CO3107,CC09,,
4782,CO3107,CC10,,
4783,CO3107,L02,,
4784,CO3107,L03,,
4785,CO3107,L04,,
4786,CO3107,L05,,
4787,CO3107,L06,,
4788,CO3107,L07,,
4789,CO3107,L08,,
4790,CO3107,TN02,,
4791,CO3107,TN03,,
4792,CO3107,TN04,,
4793,CO3107,TN05,,
4794,CO3109,A02,,
4795,CO3109,A03,,
4796,CO3109,CC02,,
4797,CO3109,CC03,,
4798,CO3109,CC04,,
4799,CO3109,CC05,,
4800,CO3109,CC06,,
4801,CO3109,CC07,,
4802,CO3109,CC08,,
4803,CO3109,CC09,,
4804,CO3109,L02,,
4805,CO3109,L03,,
4806,CO3109,L04,,
4807,CO3109,L05,,
4808,CO3109,L06,,
4809,CO3109,L07,,
4810,CO3109,L08,,
4811,CO3109,TN02,,
4812,CO3111,A02,,
4813,CO3111,CC02,,
4814,CO3111,CC03,,
4815,CO3111,L02,,
4816,CO3111,L03,,
4817,CO3111,L04,,
4818,CO3101,CC03,10.0,
4819,ME7297,NS01,,
4820,ME7315,NS01,,
4821,AS6113,CH01,10.0,
4822,ME2135,L02,,
4823,ME2135,L03,,
4824,ME2135,L04,,
4825,ME2135,L05,,
4826,ME2135,L06,,
4827,ME2135,L07,,
4828,ME3139,L02,,
4829,ME3139,L03,,
4830,ME3145,A02,,
4831,ME3145,CC02,,
4832,ME3145,CC03,,
4833,ME3145,L02,,
4834,ME3145,L03,,
4835,ME3145,L04,,
4836,ME3145,L05,,
4837,ME3145,L06,,
4838,ME3145,L07,,
4839,ME3145,L08,,
4840,ME3145,TN02,,
4841,ME3145,TN03,,
4842,EE5027,TD01,10.0,
4843,MA5003,TD01,10.0,
4844,EE3355,L31,900.0,
4845,CO3335,CC02,,
4846,CO3335,CC03,,
4847,CO3335,L02,,
4848,CO4029,A03,,
4849,CO4029,A04,,
4850,CO4029,A05,,
4851,CO4029,A06,,
4852,CO4029,CC02,,
4853,CO4029,CC03,,
4854,CO4029,CC04,,
4855,CO4029,CC05,,
4856,CO4029,CC06,,
4857,CO4029,CC07,,
4858,CO4029,CC08,,
4859,CO4029,CC09,,
4860,CO4029,CC10,,
4861,CO4029,CC11,,
4862,CO4029,CC12,,
4863,CO4029,CC13,,
4864,CO4029,CC14,,
4865,CO4029,L02,,
4866,CO4029,L03,,
4867,CO4029,L04,,
4868,CO4029,L05,,
4869,CO4029,L06,,
4870,CO4029,L07,,
4871,CO4029,L08,,
4872,CO4029,L09,,
4873,CO4029,L10,,
4874,CO4029,L11,,
4875,CO4029,L12,,
4876,CO4029,L13,,
4877,CO4029,L14,,
4878,CO4029,L15,,
4879,CO4029,L16,,
4880,CO4029,L17,,
4881,CO4029,L18,,
4882,CO4029,L19,,
4883,CO4029,L20,,
4884,CO4029,L21,,
4885,CO4029,L22,,
4886,CO4029,L23,,
4887,CO4029,L24,,
4888,CO4029,L25,,
4889,CO4029,L26,,
4890,CO4029,L27,,
4891,CO4029,L28,,
4892,CO4041,CC02,,
4893,CO4041,CC03,,
4894,CO4041,CC04,,
4895,CO4041,L02,,
4896,CO4041,L03,,
4897,CO4041,L04,,
4898,CO4041,L05,,
4899,CO4041,L06,,
4900,CO4041,L07,,
4901,CO4041,L08,,
4902,CO4041,L09,,
4903,CO4041,L10,,
4904,CO4041,T02,,
4905,CO4311,T02,,
4906,CO4311,T03,,
4907,CO4313,T02,,
4908,CO4317,T02,,
4909,CO4317,T03,,
4910,CO4317,T04,,
4911,CO4331,T02,,
4912,CO4331,T03,,
4913,CO4337,A03,,
4914,CO4337,A04,,
4915,CO4337,A05,,
4916,CO4337,A06,,
4917,CO4337,A07,,
4918,CO4337,A08,,
4919,CO4337,A09,,
4920,CO4337,A10,,
4921,CO4337,A11,,
4922,CO4337,A12,,
4923,CO4337,A13,,
4924,CO4337,A14,,
4925,CO4337,A15,,
4926,CO4337,CC02,,
4927,CO4337,CC03,,
4928,CO4337,CC04,,
4929,CO4337,CC05,,
4930,CO4337,CC06,,
4931,CO4337,CC07,,
4932,CO4337,CC08,,
4933,CO4337,CC09,,
4934,CO4337,CC10,,
4935,CO4337,CC11,,
4936,CO4337,CC12,,
4937,CO4337,CC13,,
4938,CO4337,CC14,,
4939,CO4337,CC15,,
4940,CO4337,CC16,,
4941,CO4337,CC17,,
4942,CO4337,CC18,,
4943,CO4337,L02,,
4944,CO4337,L03,,
4945,CO4337,L04,,
4946,CO4337,L05,,
4947,CO4337,L06,,
4948,CO4337,L07,,
4949,CO4337,L08,,
4950,CO4337,L09,,
4951,CO4337,L10,,
4952,CO4337,L11,,
4953,CO4337,L12,,
4954,CO4337,L13,,
4955,CO4337,L14,,
4956,CO4337,L15,,
4957,CO4337,L16,,
4958,CO4337,L17,,
4959,CO4337,L18,,
4960,CO4337,L19,,
4961,CO4337,L20,,
4962,CO4337,L21,,
4963,CO4337,L22,,
4964,CO4337,L23,,
4965,CO4337,L24,,
4966,CO4337,L25,,
4967,CO4337,L26,,
4968,CO4337,L27,,
4969,CO4337,L28,,
4970,CO4337,L29,,
4971,CO4337,L30,,
4972,CO4337,L31,,
4973,CO4337,L32,,
4974,CO4337,L33,,
4975,CO4337,L34,,
4976,CO4337,L35,,
4977,CO4337,L36,,
4978,CO4337,L37,,
4979,CO4337,L38,,
4980,CO4337,T02,,
4981,CO4337,T03,,
4982,CO4337,T04,,
4983,CO4337,T05,,
4984,CO4337,TN02,,
4985,CO4337,TN03,,
4986,CO4337,TN04,,
4987,CO4337,TN05,,
4988,CO4337,TN06,,
4989,CO4337,TN07,,
4990,CO4337,TN08,,
4991,CO4337,TN09,,
4992,CO4337,TN10,,
4993,CO4337,TN11,,
4994,CO4347,A02,,
4995,CO4347,CC02,,
4996,CO4347,CC03,,
4997,CO4347,CC04,,
4998,CO4347,CC05,,
4999,CO4347,CC06,,
5000,CO4347,CC07,,
5001,CO4347,CC08,,
5002,CO4347,CC09,,
5003,CO4347,L02,,
5004,CO4347,L03,,
5005,CO4347,L04,,
5006,CO4347,L05,,
5007,CO4347,L06,,
5008,CO4347,L07,,
5009,CO4347,L08,,
5010,CO4347,L09,,
5011,CO4347,L10,,
5012,CO4347,L11,,
5013,CO4347,L14,,
5014,CO4347,L12,,
5015,CO4347,L13,,
5016,GE4343,T01,,
5017,EE4333,T01,,
5018,EE4347,T01,,
5019,ME4387,L02,9000.0,.
5020,LA1037,DL01,40.0,LH
5021,LA1039,DL02,40.0,LH
5022,LA1041,DL04,40.0,LH
5023,LA1041,DL05,40.0,LH
5024,LA1043,DL04,40.0,LH
5025,LA1043,DL05,40.0,LH
5026,LA1043,DL06,40.0,LH
5027,TR6147,CH01,10.0,
5028,U37181,UTH1,60.0,
5029,U4109T,UTH1,60.0,
5030,U4109T,UTH2,60.0,
5031,U31269,UTH1,60.0,
5032,U3718L,UTH1,60.0,
5033,U3718L,UTH2,60.0,
5034,U33230,UTH1,60.0,
5035,U41092,UTH1,60.0,
5036,U3126T,UTH1,60.0,
5037,U3126T,UTH2,60.0,
5038,U3323T,UTH1,60.0,
5039,U3323T,UTH2,60.0,
5040,AA3007,TD01,10.0,
5041,AA3003,TD01,10.0,
5042,AA3007,TD03,10.0,
5043,AA3005,TD02,10.0,
5044,AA3007,TD04,10.0,
5045,AA3007,TD05,10.0,
5046,AA3005,TD03,10.0,
5047,AA3007,TD06,10.0,
5048,AA3007,TD07,10.0,
5049,AA3007,TD08,10.0,
5050,AA3007,TD09,10.0,
5051,AA3007,TD10,10.0,
5052,AA3007,TD11,10.0,
5053,CH4057,TD01,10.0,
5054,CH4095,TD01,10.0,
5055,AA3003,TD02,10.0,
5056,AA3003,TD03,10.0,
5057,AA3005,TD04,10.0,
5058,AA3005,TD05,10.0,
5059,AA3007,TD12,10.0,
5060,AA3005,TD06,10.0,
5061,AA3007,TD13,10.0,
5062,AA3007,TD14,10.0,
5063,ME4061,TD01,10.0,
5064,AA3007,TD15,10.0,
5065,EE202A,TND1,,
5066,EE202B,TND1,,
5067,EE202C,TND1,,
5068,EE203E,TND1,,
5069,EE203E,TND2,,
5070,EE203E,TND3,,
5071,EE203E,TND4,,
5072,EE300C,TND1,,
5073,EE300D,TND1,,
5074,EE301A,TND1,0.0,
5075,EE301C,TND1,0.0,
5076,EE301D,TND1,0.0,
5077,EE301E,TND1,,
5078,EE302A,TND1,,
5079,EE302B,TND1,,
5080,EE302B,TND2,,
5081,EE316C,TND1,,
5082,ME4219,L01,10.0,
5083,AA3005,TD07,10.0,
5084,CI200D,TNX2,,
5085,CI203D,TNX2,,
5086,CI214C,TNX2,,
5087,MA5059,TD01,10.0,
5088,EE2421,CC03,,
5089,EE2421,CC04,,
5090,EE2421,CC05,,
5091,EE2421,CC06,,
5092,EE2421,CC07,,
5093,EE2421,CC08,,
5094,EE2421,CC09,,
5095,EE2421,CC10,,
5096,EE2421,CC11,,
5097,EE2421,CC12,,
5098,EE2421,CC13,,
5099,EE2421,CC14,,
5100,EE2421,CC15,,
5101,EE2421,CC16,,
5102,EE2421,CC17,,
5103,EE2421,CC18,,
5104,EE2421,CC19,,
5105,EE2421,CC20,,
5106,EE2421,CC21,,
5107,EE2421,CC22,,
5108,EE2421,CC23,,
5109,EE2421,CC24,,
5110,EE2421,CC25,,
5111,EE2421,CC26,,
5112,EE2421,CC27,,
5113,EE2421,CC28,,
5114,EE2421,CC29,,
5115,EE3061,A02,10.0,
5116,EE3061,L02,,
5117,EE3151,L02,,
5118,EE3151,L03,,
5119,EE3181,A02,,
5120,EE3181,A03,,
5121,EE3181,L02,,
5122,EE3181,L03,,
5123,EE3181,L04,,
5124,EE3181,L05,,
5125,EE3181,L06,,
5126,EE3181,L07,,
5127,EE3181,L08,,
5128,EE3181,L09,,
5129,EE3181,L10,,
5130,EE3181,L11,,
5131,EE3181,L12,,
5132,EE3181,L13,,
5133,EE3181,L14,,
5134,EE3181,L15,,
5135,EE3181,L16,,
5136,EE3181,L17,,
5137,EE3181,L18,,
5138,EE3181,L19,,
5139,EE3181,L20,,
5140,EE3181,L21,,
5141,EE3181,L22,,
5142,EE3181,L23,,
5143,EE3181,L24,,
5144,EE3181,L25,,
5145,EE3181,L26,,
5146,EE3181,L27,,
5147,EE3181,L28,,
5148,EE3181,L29,,
5149,EE3181,L30,,
5150,EE3181,L31,,
5151,EE3181,N1H2,,
5152,EE3181,N1H3,,
5153,EE3181,N1H4,,
5154,EE3181,N1H5,,
5155,EE3181,N1H6,,
5156,EE3181,N1H7,,
5157,EE3181,N1H8,,
5158,EE3181,N1H9,,
5159,EE3181,N1HA,,
5160,EE3181,N1HB,,
5161,EE3183,A03,,
5162,EE3183,A04,,
5163,EE3183,A05,,
5164,EE3183,A06,,
5165,EE3183,A07,,
5166,EE3183,A08,,
5167,EE3183,A09,,
5168,EE3183,A10,,
5169,EE3183,A11,,
5170,EE3183,A12,,
5171,EE3183,A13,,
5172,EE3183,A14,,
5173,EE3183,A15,,
5174,EE3183,A16,,
5175,EE3183,A17,,
5176,EE3183,A18,,
5177,EE3183,L02,,
5178,EE3183,L03,,
5179,EE3183,L04,,
5180,EE3183,L05,,
5181,EE3183,L06,,
5182,EE3183,L07,,
5183,EE3183,L08,,
5184,EE3183,L09,,
5185,EE3183,L10,,
5186,EE3183,L11,,
5187,EE3183,L12,,
5188,EE3183,L13,,
5189,EE3183,L14,,
5190,EE3183,L15,,
5191,EE3183,L16,,
5192,EE3183,L17,,
5193,EE3183,L18,,
5194,EE3183,L19,,
5195,EE3183,L20,,
5196,EE3183,L21,,
5197,EE3183,L22,,
5198,EE3183,L23,,
5199,EE3183,L24,,
5200,EE3183,L25,,
5201,EE3183,L26,,
5202,EE3183,L27,,
5203,EE3183,L28,,
5204,EE3183,L29,,
5205,EE3183,L30,,
5206,EE3183,L31,,
5207,EE3183,L32,,
5208,EE3183,L33,,
5209,EE3183,L34,,
5210,EE3185,A03,,
5211,EE3185,A04,,
5212,EE3185,A05,,
5213,EE3185,A06,,
5214,EE3185,A07,,
5215,EE3185,A08,,
5216,EE3185,A09,,
5217,EE3185,A10,,
5218,EE3185,L02,,
5219,EE3185,L03,,
5220,EE3185,L04,,
5221,EE3185,L05,,
5222,EE3185,L06,,
5223,EE3185,L07,,
5224,EE3185,L08,,
5225,EE3185,L09,,
5226,EE3185,L10,,
5227,EE3185,L11,,
5228,EE3185,L12,,
5229,EE3185,L13,,
5230,EE3185,L14,,
5231,EE3185,L15,,
5232,EE3185,L16,,
5233,EE3185,L17,,
5234,EE3185,L18,,
5235,EE3185,L19,,
5236,EE3211,L02,,
5237,EE3211,L03,,
5238,EE3211,L04,,
5239,EE3211,L05,,
5240,EE3211,L06,,
5241,EE3211,L07,,
5242,EE3211,L08,,
5243,EE3211,L09,,
5244,EE3211,L10,,
5245,EE3211,L11,,
5246,EE3211,L12,,
5247,EE3211,L13,,
5248,EE3211,L14,,
5249,EE3211,L15,,
5250,EE3211,L16,,
5251,EE3335,A31,,
5252,EE3345,L31,,
5253,EE3345,L32,,
5254,EE3345,L33,,
5255,EE3355,A31,,
5256,EE3355,A32,,
5257,EE3355,A33,,
5258,EE3355,A34,,
5259,EE3355,A35,,
5260,EE3355,A36,,
5261,EE3355,A37,,
5262,EE3355,A38,,
5263,EE3355,A39,,
5264,EE3355,L02,,
5265,EE3355,L03,,
5266,EE3355,L04,,
5267,EE3355,L32,,
5268,EE3355,L33,,
5269,EE3355,L34,,
5270,EE3355,L35,,
5271,EE3355,L36,,
5272,EE3355,L37,,
5273,EE3355,L38,,
5274,EE3355,L39,,
5275,EE3355,L40,,
5276,EE3355,L41,,
5277,EE3355,L42,,
5278,EE3355,L43,,
5279,EE3355,L44,,
5280,EE3355,L45,,
5281,EE3355,L46,,
5282,EE3355,L47,,
5283,EE3355,L48,,
5284,EE3365,L02,,
5285,EE3365,L03,,
5286,EE3365,L04,,
5287,EE3365,L05,,
5288,EE3365,L06,,
5289,EE3365,L07,,
5290,EE3365,L08,,
5291,EE3365,L31,,
5292,EE3365,L32,,
5293,EE3365,L33,,
5294,EE3365,L34,,
5295,EE3365,L35,,
5296,EE3365,L36,,
5297,EE4007,A02,,
5298,EE4007,A03,,
5299,EE4007,A04,,
5300,EE4007,A05,,
5301,EE4007,A06,,
5302,EE4007,A07,,
5303,EE4007,A08,,
5304,EE4007,A09,,
5305,EE4007,L02,,
5306,EE4007,L03,,
5307,EE4007,L04,,
5308,EE4007,L05,,
5309,EE4007,L06,,
5310,EE4007,L07,,
5311,EE4007,L08,,
5312,EE4007,L09,,
5313,EE4007,L10,,
5314,EE4007,L11,,
5315,EE4007,L12,,
5316,EE4007,L13,,
5317,EE4007,L14,,
5318,EE4007,L15,,
5319,EE4007,L16,,
5320,EE4007,L18,,
5321,EE4007,L19,,
5322,EE4007,L20,,
5323,EE4007,L21,,
5324,EE4007,L22,,
5325,EE4007,L23,,
5326,EE4007,L24,,
5327,EE4007,T02,,
5328,EE4007,T03,,
5329,EE4009,L02,,
5330,EE4009,L03,,
5331,EE4009,L04,,
5332,EE4009,L05,,
5333,EE4009,L06,,
5334,EE4009,L07,,
5335,EE4009,L08,,
5336,EE4009,L09,,
5337,EE4009,L10,,
5338,EE4009,L11,,
5339,EE4011,L02,,
5340,EE4011,L03,,
5341,EE4011,L04,,
5342,EE4011,L05,,
5343,EE4011,L06,,
5344,EE4011,L07,,
5345,EE4011,L08,,
5346,EE4011,L09,,
5347,EE4011,L10,,
5348,EE4011,L11,,
5349,EE4011,L12,,
5350,EE4011,L13,,
5351,EE4011,L14,,
5352,EE4011,L15,,
5353,EE4011,L16,,
5354,EE4011,L17,,
5355,EE4011,L18,,
5356,EE4011,L19,,
5357,EE4011,L20,,
5358,EE4011,L21,,
5359,EE4011,L22,,
5360,EE4011,L23,,
5361,EE4011,L24,,
5362,EE4011,L25,,
5363,EE4011,L26,,
5364,EE4011,L27,,
5365,EE4011,L28,,
5366,EE4057,A02,,
5367,EE4057,A03,,
5368,EE4057,A04,,
5369,EE4057,A05,,
5370,EE4057,A06,,
5371,EE4057,A07,,
5372,EE4057,A08,,
5373,EE4069,A02,,
5374,EE4069,A03,,
5375,EE4069,A04,,
5376,EE4069,A05,,
5377,EE4069,A06,,
5378,EE4069,A07,,
5379,EE4331,T02,,
5380,EE4331,T03,,
5381,EE4405,CC02,,
5382,EE4405,CC03,,
5383,EE4405,CC04,,
5384,EE4405,CC05,,
5385,EE4405,CC06,,
5386,EE4405,CC07,,
5387,EE4405,CC08,,
5388,EE4405,CC09,,
5389,EE4405,CC10,,
5390,EE5001,A02,,
5391,EE5001,A03,,
5392,IU3325,L31,,
5393,IU3325,L32,,
5394,IU3325,L33,,
5395,IU3325,L34,,
5396,IU3325,L35,,
5397,IU3325,L36,,
5398,IU3325,L37,,
5399,IU3325,L38,,
5400,IU4013,L02,,
5401,IU4013,L03,,
5402,IU4013,L04,,
5403,IU4013,L05,,
5404,IU4013,L06,,
5405,IU4327,L02,,
5406,IU4327,L03,,
5407,IU4327,L04,,
5408,IU4327,L05,,
5409,IU4327,L06,,
5410,IU4327,L07,,
5411,IU4327,L08,,
5412,IU4327,T02,,
5413,IU4327,T03,,
5414,ME2115,CC02,,
5415,ME2115,CC03,,
5416,ME2115,CC04,,
5417,ME2115,L02,,
5418,ME2115,L03,,
5419,ME2115,L04,,
5420,ME2115,L05,,
5421,ME2115,L06,,
5422,ME2115,L07,,
5423,ME2115,L08,,
5424,ME2115,L09,,
5425,ME2115,L10,,
5426,ME2115,L11,,
5427,ME3123,A31,,
5428,ME3123,CC31,,
5429,ME3123,CC32,,
5430,ME3123,CC33,,
5431,ME3123,CC34,,
5432,ME3123,CC35,,
5433,ME3123,CC36,,
5434,ME3123,CC37,,
5435,ME3123,CC38,,
5436,ME3123,CC39,,
5437,ME3123,CC40,,
5438,ME3123,CC41,,
5439,ME3123,CC42,,
5440,ME3123,CC43,,
5441,ME3123,CC44,,
5442,ME3123,L31,,
5443,ME3123,L32,,
5444,ME3123,L33,,
5445,ME3123,L34,,
5446,ME3123,L35,,
5447,ME3123,L36,,
5448,ME3123,L37,,
5449,ME3123,L38,,
5450,ME3123,L39,,
5451,ME3123,L40,,
5452,ME3123,L41,,
5453,ME3123,L42,,
5454,ME3123,L43,,
5455,ME3123,L44,,
5456,ME3123,L45,,
5457,ME3123,L46,,
5458,ME3123,T31,,
5459,ME3127,L31,,
5460,ME3127,L32,,
5461,ME3127,L33,,
5462,ME3127,L34,,
5463,ME3127,L35,,
5464,ME3127,L36,,
5465,ME3127,L37,,
5466,ME3127,L38,,
5467,ME3127,L39,,
5468,ME3127,L40,,
5469,ME3127,L41,,
5470,ME3127,L42,,
5471,ME3127,L43,,
5472,ME3129,CC31,,
5473,ME3129,CC32,,
5474,ME3129,CC33,,
5475,ME3129,CC34,,
5476,ME3129,CC35,,
5477,ME3129,CC36,,
5478,ME3129,CC37,,
5479,ME3129,CC38,,
5480,ME3129,CC39,,
5481,ME3129,CC40,,
5482,ME3129,L31,,
5483,ME3129,L32,,
5484,ME3129,L33,,
5485,ME3129,L34,,
5486,ME3129,L35,,
5487,ME3129,L36,,
5488,ME3129,L37,,
5489,ME3129,L38,,
5490,ME3129,L39,,
5491,ME3129,L40,,
5492,ME3129,L41,,
5493,ME3129,L42,,
5494,ME3129,L43,,
5495,ME3129,L44,,
5496,ME3131,L31,,
5497,ME3133,L31,,
5498,ME3133,L32,,
5499,ME3135,A31,,
5500,ME3135,A32,,
5501,ME3135,A33,,
5502,ME3135,A34,,
5503,ME3135,A35,,
5504,ME3135,A36,,
5505,ME3135,A37,,
5506,ME3135,A38,,
5507,ME3135,A39,,
5508,ME3135,A40,,
5509,ME3135,A41,,
5510,ME3135,A42,,
5511,ME3135,A43,,
5512,ME3135,A44,,
5513,ME3135,CC31,,
5514,ME3135,CC32,,
5515,ME3135,CC33,,
5516,ME3135,CC34,,
5517,ME3135,CC35,,
5518,ME3135,L31,,
5519,ME3135,L32,,
5520,ME3135,L33,,
5521,ME3135,L34,,
5522,ME3135,L35,,
5523,ME3135,L36,,
5524,ME3135,L37,,
5525,ME3135,L38,,
5526,ME3135,L39,,
5527,ME3135,L40,,
5528,ME3135,L41,,
5529,ME3135,L42,,
5530,ME3135,L43,,
5531,ME3135,L44,,
5532,ME3135,L45,,
5533,ME3135,L46,,
5534,ME3135,L47,,
5535,ME3135,L48,,
5536,ME3135,L49,,
5537,ME3135,L50,,
5538,ME3135,L51,,
5539,ME3135,L52,,
5540,ME3135,L53,,
5541,ME3135,L54,,
5542,ME3135,L55,,
5543,ME3135,L56,,
5544,ME3135,L57,,
5545,ME3135,L58,,
5546,ME3135,L59,,
5547,ME3151,L02,,
5548,ME3151,L03,,
5549,ME3151,L04,,
5550,ME3151,L05,,
5551,ME3151,L06,,
5552,ME3199,L02,,
5553,ME3199,L03,,
5554,ME4019,L02,,
5555,ME4019,L03,,
5556,ME4047,L02,,
5557,ME4047,T02,,
5558,ME4061,CC02,,
5559,ME4061,CC03,,
5560,ME4061,CC04,,
5561,ME4061,CC05,,
5562,ME4061,CC06,,
5563,ME4061,CC07,,
5564,ME4061,CC08,,
5565,ME4061,CC09,,
5566,ME4061,CC10,,
5567,ME4061,L02,,
5568,ME4061,L03,,
5569,ME4061,L04,,
5570,ME4061,L05,,
5571,ME4061,L06,,
5572,ME4061,L07,,
5573,ME4061,L08,,
5574,ME4061,L09,,
5575,ME4061,L10,,
5576,ME4061,L11,,
5577,ME4061,L12,,
5578,ME4061,L13,,
5579,ME4061,L14,,
5580,ME4061,L15,,
5581,ME4061,L16,,
5582,ME4061,L17,,
5583,ME4061,L18,,
5584,ME4061,L19,,
5585,ME4061,L20,,
5586,ME4061,L21,,
5587,ME4061,L22,,
5588,ME4061,L23,,
5589,ME4061,L24,,
5590,ME4061,L25,,
5591,ME4061,L26,,
5592,ME4061,L27,,
5593,ME4061,L28,,
5594,ME4061,L29,,
5595,ME4061,L30,,
5596,ME4061,L31,,
5597,ME4061,L32,,
5598,ME4061,T02,,
5599,ME4061,T03,,
5600,ME4071,CC02,,
5601,ME4071,CC03,,
5602,ME4071,CC04,,
5603,ME4071,L02,,
5604,ME4071,L03,,
5605,ME4071,L04,,
5606,ME4071,L05,,
5607,ME4071,L06,,
5608,ME4071,L07,,
5609,ME4071,L08,,
5610,ME4071,L09,,
5611,ME4071,L10,,
5612,ME4071,L11,,
5613,ME4071,L12,,
5614,ME4071,L13,,
5615,ME4071,L14,,
5616,ME4081,L02,,
5617,ME4081,L03,,
5618,ME4081,L04,,
5619,ME4081,L05,,
5620,ME4081,L06,,
5621,ME4081,L07,,
5622,ME4081,L08,,
5623,ME4081,L09,,
5624,ME4093,T02,,
5625,ME4101,L02,,
5626,ME4101,L03,,
5627,ME4101,L04,,
5628,ME4101,L05,,
5629,ME4103,CC02,,
5630,ME4103,CC03,,
5631,ME4103,L02,,
5632,ME4103,L03,,
5633,ME4103,L04,,
5634,ME4103,L05,,
5635,ME4103,L06,,
5636,ME4103,L07,,
5637,ME4103,L08,,
5638,ME4113,L02,,
5639,ME4113,L03,,
5640,ME4121,L02,,
5641,ME4221,A02,,
5642,ME4221,L02,,
5643,ME4221,L03,,
5644,ME4327,A02,,
5645,ME4327,A03,,
5646,ME4327,A04,,
5647,ME4327,A05,,
5648,ME4327,A06,,
5649,ME4327,A07,,
5650,ME4327,A08,,
5651,ME4327,A09,,
5652,ME4327,A10,,
5653,ME4327,A11,,
5654,ME4327,A12,,
5655,ME4327,CC02,,
5656,ME4327,CC03,,
5657,ME4327,CC04,,
5658,ME4327,CC05,,
5659,ME4327,CC06,,
5660,ME4327,CC07,,
5661,ME4327,CC08,,
5662,ME4327,CC09,,
5663,ME4327,CC10,,
5664,ME4327,CC11,,
5665,ME4327,CC12,,
5666,ME4327,CC13,,
5667,ME4327,CC14,,
5668,ME4327,CC15,,
5669,ME4327,L02,,
5670,ME4327,L03,,
5671,ME4327,L04,,
5672,ME4327,L05,,
5673,ME4327,L06,,
5674,ME4327,L07,,
5675,ME4327,L08,,
5676,ME4327,L09,,
5677,ME4327,L10,,
5678,ME4327,L11,,
5679,ME4327,L12,,
5680,ME4327,L13,,
5681,ME4327,L14,,
5682,ME4327,L15,,
5683,ME4327,L16,,
5684,ME4327,L17,,
5685,ME4327,T02,,
5686,ME4327,T03,,
5687,ME4327,T04,,
5688,ME4327,T05,,
5689,ME4327,T06,,
5690,ME4327,T07,,
5691,ME4337,L02,,
5692,ME4337,L03,,
5693,ME4337,L04,,
5694,ME4337,L06,,
5695,ME4337,L07,,
5696,ME4337,L08,,
5697,ME4347,L02,,
5698,ME4347,L03,,
5699,ME4357,L02,,
5700,ME4357,L03,,
5701,ME4367,A02,,
5702,ME4367,L02,,
5703,ME4367,L03,,
5704,ME4367,L04,,
5705,ME4367,L05,,
5706,ME4367,L06,,
5707,ME4367,L07,,
5708,ME4367,L08,,
5709,ME4367,L09,,
5710,ME4367,L10,,
5711,ME4367,L11,,
5712,ME4367,L12,,
5713,ME4367,L13,,
5714,ME4377,CC02,,
5715,ME4377,CC03,,
5716,ME4377,CC04,,
5717,ME4377,CC05,,
5718,ME4377,CC06,,
5719,ME4377,CC07,,
5720,ME4377,CC08,,
5721,ME4377,CC09,,
5722,ME4377,CC10,,
5723,ME4377,CC11,,
5724,ME4377,CC12,,
5725,ME4377,CC13,,
5726,ME4377,L02,,
5727,ME4377,L03,,
5728,ME4377,L04,,
5729,ME4377,L05,,
5730,ME4377,L06,,
5731,ME4377,L07,,
5732,ME4377,L08,,
5733,ME4377,L09,,
5734,ME4377,L10,,
5735,ME4377,L11,,
5736,ME4377,L12,,
5737,ME4377,L13,,
