MAKEM,MAMH,TENMH,TENMH_ENG,MASUBJECTAREA,SOTC,SOTC_HP,SOTIET,SOTIET_XEPTKB,loai_mh,f_lt,f_bt,f_tn,f_btl,f_da,f_la,f_tq,f_makh,mau
,CI3064,THIET KE DUONG 1 (THL)  ,Highway Enigneering 1 (Exc)                                                                                                       ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,4a
CI3066,CI3065,DO VE DIA CHINH         ,Cadastral Surveying                                                                                                               ,CI,3,3,60,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI3066,DO VE DIA CHINH (TN)    ,Cadastral Surveying                                                                                                               ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
CI3068,CI3067,HE THONG DINHVI TOAN CAU,Global Navigation Satellite Systems                                                                                               ,CI,3,3,150,30,Lec,30,0,30,0,0,0,0,XD,3d
,CI3068,HT DINHVI TOAN CAU (TN) ,Global Navigation Satellite Systems (Lab)                                                                                         ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,3d
,CI3069,KET CAU THEP 2          ,Steel Structures 2                                                                                                                ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI306A,PHUONG PHAP PHANTU HH(MR,Finite Element Method (extra)                                                                                                     ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI306B,THIET KE DUONG 1 (MR)   ,Highway Enigneering 1 (extra)                                                                                                     ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI306E,KET CAU THEP 2 (MR)     ,Steel Structures 2 (extra)                                                                                                        ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI3071,"PHUONG PHAP SO,THUD &GIS","Numerical Methods, Applied Computing & Gis                                                                                        ",CI,4,4,78,45,Lec,45,24,0,9,0,0,0,XD,4a
,CI3073,THI CONG CONG TRINH CANG,Port & Coastal Works Construction                                                                                                 ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3075,XAY DUNG &KHAI THAC DUOG,Highway Construction and Maintenance                                                                                              ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3077,MOHINHHOA CHATLUONG NUOC,Water Quality Modeling                                                                                                            ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3079,T/NGHIEM CHUYENNGANHVLXD,Advanced Testing of Construction Materials                                                                                        ,CI,1,1,30,30,Lab,0,0,30,0,0,0,0,XD,
,CI307C,X/DUNG &KHAITHAC DUOG(MR,Highway Construction and Maintenance (extra)                                                                                      ,CI,0,0,45,0,,0,0,0,0,45,0,0,XD,
,CI3081,THUY LUC                ,Hydraulics                                                                                                                        ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3083,MANG LUOI DIEN VA TTLL  ,Power Networking & Communication                                                                                                  ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3085,GIS                     ,GIS (Geographic Information System)                                                                                               ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3086,GIS (TN)                ,GIS (Geographic Information System) (Lab)                                                                                         ,CI,0,0,30,30,Lab,0,0,30,0,0,0,0,XD,
,CI3087,HA TANG NGAM            ,Underground Infrastructures                                                                                                       ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
CI3090,CI3089,LUOI TRAC DIA           ,Geodetic Network                                                                                                                  ,CI,3,3,63,30,Lec,30,24,0,9,0,0,0,XD,3a
,CI3090,LUOI TRAC DIA(BT)       ,Geodetic Network (Exc)                                                                                                            ,CI,0,0,24,24,Prsn,0,24,0,0,0,0,0,XD,3a
,CI3093,C/NGHE SX CAUKIEN BTCTDS,Concrete and Precast Concrete Technology                                                                                          ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3095,CAP THOAT NUOC          ,Water Supply & Sewerage                                                                                                           ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3097,THUC TAP LUOI TRAC DIA  ,Geodetic Network Practice                                                                                                         ,CI,1,1,30,30,Lab,0,0,30,0,0,0,0,XD,
CI3100,CI3099,KY THUAT SX CHAT KD VOCO,Cement Technology                                                                                                                 ,CI,3,3,69,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI3100,K/T SX CHAT KD VOCO(THL),Cement Technology (Exc)                                                                                                           ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
,CI3101,THUY NANG - THUY DIEN   ,Hydraulic Energy and Hydro-Power Plant                                                                                            ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3105,THUC TAP TRACDIA C/TRINH,Egineering Surveying Practice                                                                                                     ,CI,1,1,30,30,Lab,0,0,30,0,0,0,0,XD,
,CI3107,VIEN THAM UNG DUNG      ,Applications in Remote Sensing                                                                                                    ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
CI3110,CI3109,AN MON &CHONG ANMON BTCT,Corrosion of Reinforced Concrete Structures                                                                                       ,CI,3,3,69,30,Lec,30,12,0,27,0,0,0,XD,3b
,CI3110,ANMON &CHONG A/M BTCT(BT,Corrosion of Reinforced Concrete Structures (Exc)                                                                                 ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,3b
,CI3111,DANH GIA TACDONG M/TRUOG,Environmental Impact Assessment                                                                                                   ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3113,CHINH TRI SONG          ,River Training                                                                                                                    ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3115,KET CAU BETONG COT THEP3,Reinforced Concrete Structures 3                                                                                                  ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3116,K/C BETONG COT THEP3(THL,Reinforced Concrete Structures 3 (Exc)                                                                                            ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,
,CI3119,CAP THOAT NUOC A        ,Water Supply & Sewerage A                                                                                                         ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3121,NHA NHIEU TANG          ,Tall Buildings                                                                                                                    ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3122,NHA NHIEU TANG (THL)    ,Tall Buildings (Exc)                                                                                                              ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,
,CI3123,K/CAU BETONG U/SUATTRUOC,Prestressed Concrete Structures                                                                                                   ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3124,K/CAU B/T U/SUATTRUOC(BT,Prestressed Concrete Structures (Exc)                                                                                             ,CI,0,0,12,12,Prsn,0,12,0,0,0,0,0,XD,
,CI3125,KY THUAT XL CHAT THAIRAN,Solid Waste Treatment Techniques                                                                                                  ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3127,TAC DONG CUA CT DEN MT  ,Environmental Impact Assessment                                                                                                   ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
,CI3129,TIEP CAN TAI LIEU KTCN  ,Assessment of Technical Documentation                                                                                             ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
CI3132,CI3131,THONG GIO               ,Ventilation                                                                                                                       ,CI,3,3,65,30,Lec,30,0,20,15,0,0,0,XD,3e
,CI3132,THONG GIO (tn)          ,Ventilation (Lab)                                                                                                                 ,CI,0,0,20,20,Lab,0,0,20,0,0,0,0,XD,3e
,CI3135,KETCAU C/TRINH XD - MTRG,Analysis and Design of Structures for Enviromental Engineers                                                                      ,CI,4,4,90,45,Lec,45,0,0,45,0,0,0,XD,4b
,CI3137,Q/LY HE THONG CAP & TNDT,Management of Urban Water Supply & Sewerage System                                                                                ,CI,2,2,42,24,Lec,24,0,0,18,0,0,0,XD,2a
,CI3141,NG/LY T/KE K/TRUC NHA O ,Theory of Housing Architecture Design                                                                                             ,CI,3,3,75,30,Lec,30,0,0,45,0,0,0,XD,3c
